Clearing,Globex,Floor,ClearPort,Product Name,Product Group,Subgroup,Category,Sub-Category,Cleared As,Exchange,Volume,Open Interest
50,A50,50,50,PJM PENELEC Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Off-Peak,Futures,NYMEX,0,14004
HR,HRC,HRC,HR,Hot Rolled Steel Futures,Metals,Ferrous,-,-,Futures,NYMEX,0,13849
Y1,AY1,Y1,Y1,PJM AECO Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,13779
H3,AH3,H3,H3,MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time Futures,Energy,Electricity,MISO,Monthly Peak,Futures,NYMEX,0,13582
D0,AD0,D0,D0,Mont Belvieu Normal Butane (OPIS) Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,185,13168
RRE,-,-,RRE,S&P GSCI Enhanced ER Swap,Agriculture,Commodity Index,-,-,Futures,CME,2388,13072
1N,N1B,1N,1N,Singapore Mogas 92 Unleaded (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,165,12957
UV,UV,UV,UV,European 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,157,12821
RP,RP,RP,RP,Euro/British Pound Futures,FX,G10,-,-,Futures,CME,2547,12738
GE,AGE,GE,GE,Gulf Coast Jet Fuel (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,12647
F1U,F1U,F1U,-,5 Year USD Deliverable Interest Rate Swap Futures,Interest Rate,Deliverable Swaps,-,-,Futures,CBT,1496,12600
VR,VR,VR,VR,NY 1% Fuel Oil (Platts) vs. Gulf Coast 3% Fuel Oil (Platts) Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,1640,12410
YP,-,YP,-,S&P 500 e-Flex Options,Equities,US Index,-,-,Options,CME,0,12000
CW,CW,CW,CW,"PG&E Citygate Natural Gas (Platts IFERC) ""Pipe"" Option",Energy,Natural Gas,-,Outrights,Options,NYMEX,0,12000
TC,TC,TC,TC,Columbia Gas TCO (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,11898
NI,NIL,NI,NI,ISO New England Mass Hub Day-Ahead Peak Calendar-Month 2.5 MW Futures,Energy,Electricity,ISO-NE,Monthly Peak,Futures,NYMEX,0,11889
E7,AE7,E7,E7,Henry Hub Natural Gas Last Day Financial Options,Energy,Natural Gas,-,Outrights,Options,NYMEX,200,11879
SG,SGB,SG,SG,Singapore Gasoil (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,202,11716
VM,VML,VM,VM,PJM AEP Dayton Hub Real-Time Peak Calendar-Month 2.5 MW Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,11682
O,ZO,O,-,Oats Futures,Agriculture,Grain And Oilseed,-,-,Futures,CBT,1834,11672
HA,HAB,HA,HA,NY Harbor ULSD Heating Oil vs. Gasoil Futures,Energy,Refined Products,Arb,Spreads,Futures,NYMEX,0,11578
EH,EH,EH,-,Ethanol Futures,Energy,Ethanol,-,-,Futures,CBT,3674,11408
XN,XN,XN,XN,SoCal Natural Gas (Platts IFERC) Fixed Price Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,11162
L5,AL5,L5,L5,PJM PPL Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,11026
RF,RF,RF,RF,Euro/Swiss Franc Futures,FX,G10,-,-,Futures,CME,1695,10941
71,FZE,FZE,71,Ethanol Forward Month Futures,Energy,Ethanol,North American,Outrights,Futures,CBT,627,10916
QX,QXB,QX,QX,Eastern Rail Delivery CSX Coal Futures,Energy,Coal,-,-,Futures,NYMEX,255,10795
7Q,A7Q,7Q,7Q,Mont Belvieu Natural Gasoline (OPIS) Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,50,10738
NF,NFN,NF,NF,MichCon Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,10720
OE,AOE,OE,OE,ISO New England Peak Calendar-Month LMP Option,Energy,Electricity,ISO-NE,Monthly Peak,Options,NYMEX,0,10490
D8,AD8,D8,D8,PJM ComEd Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,10401
SC5,SZ5,SC5,-,Soybean July-Nov CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,2470,10190
5Z,5ZN,-,5Z,"Columbia Gulf, Mainline Natural Gas (Platts IFERC) Basis Futures",Energy,Natural Gas,-,Basis,Futures,NYMEX,0,10095
HK,AHL,HK,HK,Heating Oil Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,10043
I5,AI5,I5,I5,ERCOT North 345 kV Hub 5 MW Peak Futures,Energy,Electricity,ERCOT,Monthly Peak,Futures,NYMEX,0,9975
NW,NW,NW,NW,Waha Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,9949
P7,AP7,P7,P7,ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,ISO-NE,Monthly Peak,Futures,NYMEX,0,9875
66,SR,NI,-,10-Year Interest Rate Swap Futures,Interest Rate,Financially-Settled Swaps,-,-,Futures,CBT,417,9748
UA,UA,UA,UA,Singapore Fuel Oil 180 cst (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,464,9684
A6,AA6,A6,A6,Group Three ULSD (Platts) vs. NY Harbor ULSD Heating Oil Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,165,9641
1L,A1L,1L,1L,Gulf Coast ULSD (Platts) Up-Down BALMO Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,9640
GI,GD,GI,-,Goldman Sachs C.I. Futures,Agriculture,Commodity Index,-,-,Futures,CME,649,9532
NS,NS,NS,NS,SoCal Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,9394
MOD,MDD,MOD,MOD,PJM ATSI Zone 5 MW Off-Peak Calendar-Month Day-Ahead Futures,Energy,Electricity,PJM,Monthly Off-Peak,Futures,NYMEX,0,9392
FY,AFY,FY,FY,Dated Brent (Platts) to Frontline Brent Futures,Energy,Crude Oil,-,Spreads,Futures,NYMEX,374,9266
70,AW,70,-,Dow Jones UBS Excess Return Index Futures,Agriculture,Commodity Index,-,-,Futures,CBT,129,9221
VP,AVP,VP,VP,PJM AEP Dayton Hub Off-Peak LMP Futures,Energy,Electricity,PJM,Monthly Off-Peak,Futures,NYMEX,0,9194
YK,XK,YK,-,Mini Soybean Futures,Agriculture,Grain And Oilseed,-,-,Futures,CBT,1419,9011
0D,A0D,0D,0D,Mini European 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,14,8988
KI,AKI,KI,KI,ISO New England Monthly Off Peak LMP Swap Future,Energy,Electricity,ISO-NE,Monthly Off-Peak,Futures,NYMEX,0,8985
DBP,DBP,DBP,DBP,Dated Brent (Platts) Average Price Option,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,8965
ICT,-,ICT,-,"Iron Ore 62% Fe, CFR China (TSI) Average Price Option",Metals,Ferrous,-,-,Options,NYMEX,0,8779
D6,AD6,D6,D6,PJM Duquesne Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Off-Peak,Futures,NYMEX,0,8616
KS,AKS,KS,KS,Singapore Jet Kerosene (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,514,8568
KA,AKA,KA,KA,NYISO Zone A Peak LBMP Futures,Energy,Electricity,NYISO,Monthly Peak,Futures,NYMEX,0,8541
SDF,OSD,SDF,-,New Crop Soybean Short Dated Options,Agriculture,Grain And Oilseed,-,-,Options,CBT,344,8427
LB,LBS,LB,-,Random Length Lumber Futures,Agriculture,Lumber And Pulp,-,-,Futures,CME,1284,8376
DC,DCB,DC,DC,Dubai Crude Oil (Platts) Financial Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,1000,8130
7H,B7H,7H,7H,Gasoline Euro-bob Oxy NWE Barges (Argus) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,439,8120
FI,AFI,FI,FI,1% Fuel Oil Cargoes FOB NWE (Platts) Crack Spread Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,325,7892
P3,AP3,P3,P3,ISO New England Connecticut Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,ISO-NE,Monthly Off-Peak,Futures,NYMEX,0,7835
7Y,A7Y,7Y,7Y,NY ULSD (Argus) vs. NY Harbor ULSD Heating Oil Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,7722
UO,AUO,UO,UO,PJM Northern Illinois Hub Off-Peak LMP Futures,Energy,Electricity,PJM,Monthly Off-Peak,Futures,NYMEX,0,7720
YC,XC,YC,-,Mini-Corn Futures,Agriculture,Grain And Oilseed,-,-,Futures,CBT,1464,7718
NK,NKN,NK,NK,Sumas Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,7582
4H,A4H,4H,4H,Mont Belvieu LDH Propane (OPIS) Average Price Options,Energy,Petrochemicals,NGL,Financial,Options,NYMEX,0,7492
CSC,CSC,CSC,-,Cash-Settled Cheese Options,Agriculture,Dairy,-,-,Options,CME,0,7463
Q6,AQ6,Q6,Q6,European 3.5% Fuel Oil Barges FOB Rdam (Platts) Average Price Option,Energy,Refined Products,European,Outrights,Options,NYMEX,0,7421
EW4,EW4,EW4,-,E-mini S&P 500 Weekly Options Wk 4,Equities,US Index,-,-,Options,CME,3487,7387
TY2,ZN2,TY2,-,10 Yr Note Weekly Options Wk 2,Interest Rate,US Treasury,-,-,Options,CBT,1413,7366
CI,CIN,CI,CI,CIG Rockies Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,7333
KJ,AKJ,KJ,KJ,NYISO Zone J Peak LBMP Futures,Energy,Electricity,NYISO,Monthly Peak,Futures,NYMEX,0,7078
MG,MGH,MG,MG,Gulf Coast No. 6 Fuel Oil (Platts) Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,350,7074
F2,AF2,F2,F2,PJM JCPL Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Off-Peak,Futures,NYMEX,0,7002
QL,QLD,QLD,QL,Coal Futures,Energy,Coal,-,-,Futures,NYMEX,315,6875
KG,AKG,KG,KG,NYISO Zone G Peak LBMP Futures,Energy,Electricity,NYISO,Monthly Peak,Futures,NYMEX,88,6738
E1,6S,CF / PF,-,Swiss Franc Option (American),FX,G10,-,-,Options,CME,356,6702
PF,PF,PF,PF,Ventura Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,6594
PTM,PTU,PTM,PTM,MISO Indiana Hub Real-Time Peak Calendar-Month 5 MW Futures,Energy,Electricity,MISO,Monthly Peak,Futures,NYMEX,0,6570
11,ZD,DJ,-,$10 Dow Futures,Equities,US Index,-,-,Futures,CBT,194,6482
UM,UML,UM,UM,PJM Northern Illinois Hub Real-Time Peak Calendar-Month 2.5 MW Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,6476
C0,AC0,C0,C0,Mont Belvieu Ethane (OPIS) Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,180,6474
NZ,NZN,NZ,NZ,Transco Zone 6 Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,6322
R6,AR6,R6,R6,ISO New England West Central Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,ISO-NE,Monthly Peak,Futures,NYMEX,0,6253
A7,AA7,A7,A7,Group Three ULSD (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,6250
EM,MEL,EM,EM,MISO Indiana Hub (formerly Cinergy Hub) Real-Time Peak Calendar-Month 2.5 MW Futures,Energy,Electricity,MISO,Monthly Peak,Futures,NYMEX,0,6226
E3,AE3,E3,E3,PJM BGE Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,6217
FH,AFH,FH,FH,WTS (Argus) vs. WTI Trade Month Futures,Energy,Crude Oil,-,Spreads,Futures,NYMEX,0,6217
4J,A4J,4J,4J,Mont Belvieu Ethane (OPIS) Average Price Options,Energy,Petrochemicals,NGL,Financial,Options,NYMEX,0,6120
NJ,NJ,NJ,NJ,San Juan Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,6064
MNB,MNB,MNB,MNB,Mont Belvieu Normal Butane LDH (OPIS) Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,0,6063
TR,TRZ,TR,TR,Transco Zone 4 Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,6040
CSC,CSC,-,-,Cash-Settled Cheese Futures,Agriculture,Dairy,-,-,Futures,CME,76,5942
UX,UX,UX,UX,UxC Uranium U3O8 Futures,Metals,Other,-,-,Futures,NYMEX,0,5897
SE,SE,SE,SE,Singapore Fuel Oil 380 cst (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,378,5710
YT,XT,YT,YT,Euro FX Option (European),FX,G10,-,-,Options,CME,520,5700
H5,H5L,H5,H5,MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures,Energy,Electricity,MISO,Monthly Peak,Futures,NYMEX,0,5680
PM,PM,PM,PM,Permian Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,5677
DB,ADB,DB,DB,Brent Crude Oil vs. Dubai Crude Oil (Platts) Futures,Energy,Crude Oil,-,Spreads,Futures,NYMEX,0,5631
RT,RT,RT,RT,RBOB Gasoline Bullet Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,275,5608
4N,A4N,4N,4N,PJM PECO Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,5561
NX,NX,NX,NX,Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,5526
E7,E7,E7,E7,E-mini Euro FX Futures,FX,G10,-,-,Futures,CME,4045,5272
PML,PML,PML,PML,PJM 50 MW Calendar-Month LMP Option,Energy,Electricity,PJM,Monthly Peak,Options,NYMEX,42,5170
NYG,NYG,NYG,NYG,NY Fuel Oil 1.0% (Platts) vs. European 1% Fuel Oil Cargoes FOB NWE (Platts) BALMO Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,5150
KL,AKL,KL,KL,Los Angeles CARB Diesel (OPIS) vs. NY Harbor ULSD Heating Oil Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,5055
FS,FSS,FS,FS,1% Fuel Oil Cargoes FOB NWE (Platts) vs. 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,4980
Y7,Y7,Y7,Y7,Tennessee 500 Leg Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,4880
RY,RY,RY,RY,Euro/Japanese Yen Futures,FX,G10,-,-,Futures,CME,2889,4876
EJ,AEJ,EJ,EJ,MISO Indiana Hub (formerly Cinergy Hub) Off-Peak LMP Futures,Energy,Electricity,MISO,Monthly Off-Peak,Futures,NYMEX,0,4799
HOB,HOB,HOB,HOB,Heating Oil Brent Crack Spread Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,4648
CVR,CVR,CVR,CVR,Chicago Ethanol (Platts) Average Price Options,Energy,Ethanol,North American,Outrights,Options,NYMEX,120,4547
KB,AKB,KB,KB,NYISO Zone A Off-Peak LBMP Futures,Energy,Electricity,NYISO,Monthly Off-Peak,Futures,NYMEX,0,4418
MEO,MEO,MEO,MEO,Mini Gasoline Euro-bob Oxy NWE Barges (Argus) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,366,4415
UB,AUB,UB,UB,Dated Brent (Platts) Financial Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,4355
CB,CB,CB,-,Cash-settled Butter Futures,Agriculture,Dairy,-,-,Futures,CME,74,4334
EW,FEW,EW,EW,East-West Fuel Oil Spread (Platts) Futures,Energy,Refined Products,Arb,Spreads,Futures,NYMEX,0,4326
QG,QG,QG,-,E-mini Natural Gas Futures,Energy,Natural Gas,-,-,Futures,NYMEX,2387,4276
OPM,OMM,OPM,OPM,Ontario Peak Calendar-Month Futures,Energy,Electricity,Canadian,Monthly Peak,Futures,NYMEX,0,4275
YJ,XJ,YJ,-,Japanese Yen Option (European),FX,G10,-,-,Options,CME,137,4248
TIO,-,TIO,TIO,"Iron Ore 62% Fe, CFR China (TSI) Futures",Metals,Ferrous,-,-,Futures,NYMEX,0,4096
ND,ND,ND,-,NASDAQ 100 Futures,Equities,US Index,-,-,Futures,CME,269,4016
14,OZR,RRC / RRP,-,Rough Rice Options,Agriculture,Grain And Oilseed,-,-,Options,CBT,46,3968
SZ,SZN,-,SZ,"Southern Natural, Louisiana Natural Gas (Platts IFERC) Basis Futures",Energy,Natural Gas,-,Basis,Futures,NYMEX,0,3956
U5,AU5,U5,U5,ISO New England Rhode Island Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,ISO-NE,Monthly Off-Peak,Futures,NYMEX,0,3936
EV1,EV1,EV1,-,S&P 500 Weekly Options Wk 1,Equities,US Index,-,-,Options,CME,3563,3932
SD,SD,SD,SD,Singapore Fuel Oil 180 cst (Platts) vs. 380 cst (Platts) Futures,Energy,Refined Products,Asian,Spreads,Futures,NYMEX,55,3906
HRO,-,HRO,HRO,U.S. Midwest Domestic Hot Rolled Coil Steel Average Price Options,Metals,Ferrous,-,-,Options,NYMEX,0,3900
47,A47,47,47,PJM METED Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,3895
R8,AR8,R8,R8,PJM PEPCO Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,3894
HXE,HXE,HX,-,Copper Options,Metals,Base,-,-,Options,COMEX,97,3809
8K,A8K,8K,8K,Conway Propane (OPIS) Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,0,3636
WZC,CZW,WZC,-,Consecutive Wheat CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,102,3478
PW,PW,-,PW,CenterPoint Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,3446
KH,AKH,KH,KH,NYISO Zone G Off-Peak LBMP Futures,Energy,Electricity,NYISO,Monthly Off-Peak,Futures,NYMEX,40,3430
TRE,TRE,TRE,TRE,Turkish Lira Euro Futures,FX,Emerging Market,-,-,Futures,CME,39,3424
YW,XW,YW,-,Mini Wheat Futures,Agriculture,Grain And Oilseed,-,-,Futures,CBT,690,3419
A5,AA5,A5,A5,EIA Flat Tax On-Highway Diesel Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,36,3407
T1U,T1U,T1U,-,2 Year USD Deliverable Interest Rate Swap Futures,Interest Rate,Deliverable Swaps,-,-,Futures,CBT,0,3385
CZ,CZN,CZ,CZ,Transco Zone 3 Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,3362
FBT,FBT,FBT,FBT,FAME 0 Biodiesel FOB Rdam (Argus) (RED Compliant) vs. Gasoil Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,30,3345
J2,AJ2,J2,J2,PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,3320
8Z,8ZN,8Z,8Z,"Southern Star, Tx.-Okla.-Kan. Natural Gas (Platts IFERC) Basis Futures",Energy,Natural Gas,-,Basis,Futures,NYMEX,0,3277
O,OZO,OO / OV,-,Oats Options,Agriculture,Grain And Oilseed,-,-,Options,CBT,130,3253
1NB,D1N,1NB,1NB,Singapore Mogas 92 Unleaded (Platts) Brent Crack Spread Futures,Energy,Refined Products,Asian,Crack Spreads,Futures,NYMEX,50,3242
PJ,APJ,PJ,PJ,"San Juan Natural Gas (Platts IFERC) ""Pipe"" Option",Energy,Natural Gas,-,Outrights,Options,NYMEX,0,3240
7F,GLI,7F,7F,European Gasoil (100mt) Bullet Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,2,3203
4L,A4L,4L,4L,NYISO Zone F 5 MW Peak Calendar-Month Day-Ahead LBMP Futures,Energy,Electricity,NYISO,Monthly Peak,Futures,NYMEX,0,3202
OY,AOQ,OY,OY,MISO Indiana Hub (formerly Cinergy Hub) Peak Calendar-Month LMP Option,Energy,Electricity,MISO,Monthly Peak,Options,NYMEX,0,3180
SNS,-,SNS,SNS,Soybean Calendar Swaps,Agriculture,Grain And Oilseed,-,-,Futures,CBT,0,3150
RU,ARW,RU,RU,Gulf Coast Unl 87 Gasoline M1 (Platts) Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,3145
CB,CB,CB,-,Cash-settled Butter Options,Agriculture,Dairy,-,-,Options,CME,24,3131
4K,A4K,4K,4K,Mont Belvieu Normal Butane (OPIS) Average Price Options,Energy,Petrochemicals,NGL,Financial,Options,NYMEX,0,3100
NG,SA,NG,-,5-Year Interest Rate Swap Futures,Interest Rate,Financially-Settled Swaps,-,-,Futures,CBT,179,3062
RM,ARE,RM,RM,RBOB Gasoline Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,2998
4Q,A4Q,4Q,4Q,MISO Illinois Hub 5 MW Peak Calendar-Month Day-Ahead Futures,Energy,Electricity,MISO,Monthly Peak,Futures,NYMEX,0,2975
QM,QM,QM,QM,E-mini Crude Oil Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,4285,2961
UBE,OUB,OUL,-,Ultra U.S. Treasury Bond Options,Interest Rate,US Treasury,-,-,Options,CBT,53,2914
Q5,AQ5,Q5,Q5,NYISO Zone C 5 MW Peak Calendar-Month Day-Ahead LBMP Futures,Energy,Electricity,NYISO,Monthly Peak,Futures,NYMEX,0,2896
SES,-,-,SES,S&P-GSCI Excess Return Index Swap,Agriculture,Commodity Index,-,-,Futures,CME,2821,2896
UN,UN,UN,UN,European Naphtha Cargoes CIF NWE (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,143,2861
EV,EV,EV,-,S&P 500 EOM Options,Equities,US Index,-,-,Options,CME,2377,2857
YB,XB,YB,YB,British Pound Option (European),FX,G10,-,-,Options,CME,32,2830
WQ,AWQ,WQ,WQ,Gasoil 0.1 Barges FOB Rdam (Platts) vs. Gasoil Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,29,2797
EZ,AEZ,EZ,EZ,NY Ethanol (Platts) Futures,Energy,Ethanol,North American,Outrights,Futures,NYMEX,175,2784
L8,AL8,L8,L8,PJM DPL Zone Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,PJM,Monthly Peak,Futures,NYMEX,0,2736
FP,FPN,-,FP,"Florida Gas, Zone 3 Natural Gas (Platts IFERC) Basis Futures",Energy,Natural Gas,-,Basis,Futures,NYMEX,0,2732
PY1,ZC1,PY1,-,Corn Weekly Options Wk 1,Agriculture,Grain And Oilseed,-,-,Options,CBT,427,2731
XA,AXA,XA,XA,LLS (Argus) Financial Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,2722
DK,GDK,DK,-,Class IV Milk Options,Agriculture,Dairy,-,-,Options,CME,0,2643
GCI,GCI,GCI,GCI,Gulf Coast No.6 Fuel Oil 3.0% (Platts) Brent Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,50,2624
MTS,MTS,MTS,MTS,Mini Singapore Fuel Oil 380 cst (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,19,2566
EXR,EXR,EXR,EXR,RBOB Gasoline vs. Euro-bob Oxy NWE Barges (Argus) (1000mt) Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,2542
Z,EPZ,EPL,Z,Euro/Polish Zloty Futures,FX,Emerging Market,-,-,Futures,CME,191,2532
GX,AGX,GX,GX,European Gasoil Financial Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,2403
BY,ABY,BY,BY,WTI-Brent Bullet Futures,Energy,Crude Oil,-,Spreads,Futures,NYMEX,0,2390
M6E,M6E,M6E,M6E,E-micro Euro/American Dollar Futures,FX,E Micros,-,-,Futures,CME,10178,2339
NB,NBN,NBN,NB,Chicago Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,2200
KK,AKP,KK,KK,NYISO Zone J Off-Peak LBMP Futures,Energy,Electricity,NYISO,Monthly Off-Peak,Futures,NYMEX,0,2174
JA,JA,JA,JA,Japan C&F Naphtha (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,107,2134
CCS,-,CCS,CCS,Corn Calendar Swaps,Agriculture,Grain And Oilseed,-,-,Futures,CBT,1059,2096
YV,AYV,YV,YV,Mars (Argus) vs. WTI Trade Month Futures,Energy,Crude Oil,-,Spreads,Futures,NYMEX,0,2073
FA,FAY,FA,FA,Heating Oil 1 Month Calendar Spread Options,Energy,Refined Products,North American,Spreads,Options,NYMEX,0,2025
WCS,-,WCS,WCS,Wheat Calendar Swaps,Agriculture,Grain And Oilseed,-,-,Futures,CBT,0,1987
8H,A8H,8H,8H,Singapore Fuel Oil 380 cst (Platts) Average Price Options,Energy,Refined Products,Asian,Outrights,Options,NYMEX,0,1985
P4,AP4,P4,P4,ISO New England South East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,ISO-NE,Monthly Peak,Futures,NYMEX,0,1960
Z1,AZ1,Z1,Z1,Ethanol T2 FOB Rdam Including Duty (Platts) Futures,Energy,Ethanol,European,Outrights,Futures,NYMEX,0,1935
UT,AUT,UT,UT,Gulf Coast No. 2 (Platts) Up-Down Financial Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,1918
JR,RX,JR,-,Dow Jones Real Estate Futures,Equities,US Index,-,-,Futures,CBT,212,1913
RPF,RPF,RPF,RPF,Powder River Basin Coal (Platts OTC Broker Index) Options,Energy,Coal,-,-,Options,NYMEX,0,1860
1M,A1M,1M,1M,Gulf Coast Jet (Platts) Up-Down BALMO Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,1835
VZ,AVZ,VZ,VZ,Gulf Coast 3.0% Fuel Oil (Platts) BALMO Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,1834
QO,QO,QO,-,miNY Gold Futures,Metals,Precious,-,-,Futures,COMEX,86,1829
1K,A1K,1K,1K,Gulf Coast Unl 87 (Platts) Up-Down BALMO Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,1825
